magnitude_absoluta,diametro_min_m,diametro_max_m,velocidade_km_s,distancia_minima_km,potencialmente_perigoso,altitude_orbital_km,indice_kp_geomagnetico,intensidade_evento_solar,impacto_comunicacao,razao_diametro,energia_aproximada,indice_ameaca_orbital,distancia_milhoes_km,faixa_orbital
-0.23522794298312205,-0.23069999215272335,-0.2306999921527126,-1.300069463506572,1.5488535730120039,-0.3929391230218167,-0.7353660399401231,-1.8206586803783362,-0.6992789530245271,-0.09230939010721963,0.33794224047339816,-0.4966590134980202,-1.3102611285276802,1.548853573012004,0.40137644162992525
-0.5458223848271063,0.14470175651415101,0.14470175651413303,0.6120336222767658,-0.5864377501655368,-0.3929391230218167,-0.4667585421127645,0.4699491995616025,-0.6380756799315872,-0.09230939010721963,0.38984513446327257,0.1363483563586011,-0.21666407313995195,-0.5864377501655365,0.40137644162992525
1.3177442662367977,-0.9250602645166623,-0.925060264516481,-0.9593178163219455,-0.9585916485952055,-0.3929391230218167,1.648618511414051,1.1842247750267445,-1.1460628466029887,-1.3439621373237571,-0.5364607437656262,-0.5324899294669955,-1.1926852852257377,-0.9585916485952052,0.40137644162992525
1.7722727177157986,-0.9776375938562982,-0.9776375938564452,-0.9291053440867291,-0.5548492190439261,-0.3929391230218167,1.952409658541313,-0.4783132023490175,0.06729204246454563,1.159343357109318,-1.2258520003161715,-0.5381005763584197,-0.37980945341987404,-0.5548492190439258,0.40137644162992525
1.2419895243236312,-0.913112447614052,-0.913112447614262,-0.5923696760262327,-1.2309592066028583,-0.3929391230218167,-1.3098905851545564,-1.1679585855567407,1.0817362939800255,-0.09230939010721963,-0.45005577830321736,-0.5208596719921817,0.507138492890779,-1.2309592066028583,-2.4914267412884543
1.5828858629328815,-0.9591859926657651,-0.9591859926653228,-0.21852386008021668,-0.5563203752267314,-0.3929391230218167,-0.2717071932749319,1.487997146201575,1.7897816595739746,-1.3439621373237571,-0.8995047634285804,-0.5209302834352525,1.5408429713444094,-0.5563203752267312,0.40137644162992525
-0.5723365444967148,0.18380582207216636,0.18380582207239576,1.6465409647326739,1.1256479159408461,-0.3929391230218167,0.46608649189313134,-0.010339549458062007,0.4758238903599198,-0.09230939010721963,0.3934455324201275,0.7662070376124757,1.0608325543690853,1.1256479159408463,0.40137644162992525
-1.0003508363061084,1.0253419886957849,1.0253419886955382,-0.5460454987936415,-0.9830441966524065,2.544923479010458,-0.8367714823331979,0.17028186042967489,0.13958840880558096,-0.09230939010721963,0.4381597335952456,-0.13037316124634596,-0.09009485372762392,-0.9830441966524064,0.40137644162992525
-0.3867374268094566,-0.06520726661531025,-0.06520726661509202,0.425518946108289,1.499602268951435,-0.3929391230218167,-1.1093118956412102,-0.9175516309396508,0.9788382910925202,-0.09230939010721963,0.36566587956099594,-0.05526768817487945,0.8682243800268808,1.4996022689514354,0.40137644162992525
-0.24280341717443993,-0.22312928236013613,-0.2231292823597163,-0.9283863508670316,1.1411547311631018,-0.3929391230218167,-0.19017891831110761,-0.8518711182532008,-0.8434891652497669,-0.09230939010721963,0.3394506887456493,-0.4476960190762148,-1.1653578130442508,1.1411547311631018,0.40137644162992525
-1.0003508363061084,1.0253419886957849,1.0253419886955382,-0.5460454987936415,-0.9830441966524065,2.544923479010458,-0.8367714823331979,0.17028186042967489,0.13958840880558096,-0.09230939010721963,0.4381597335952456,-0.13037316124634596,-0.09009485372762392,-0.9830441966524064,0.40137644162992525
-0.3223458961832641,-0.13928111215116504,-0.13928111215136685,0.6701218077986296,-0.6983883639703566,-0.3929391230218167,-1.2221971994372747,1.487997146201575,0.0014985238896352302,1.159343357109318,0.3544930256370808,-0.00463629140979725,0.4451426628511405,-0.6983883639703564,-2.4914267412884543
-0.1632609381656144,-0.2992483726927308,-0.2992483726929445,0.640308824429891,1.4298596907905727,-0.3929391230218167,1.1432920196565273,-0.5193635227780484,-1.0351319141220352,-1.3439621373237571,0.32291209959673445,-0.10909518926705268,-0.6419512792242619,1.4298596907905727,0.40137644162992525
3.0979807011962186,-1.0346811363876103,-1.03468113638759,-1.3635755054400647,-0.09834283806780537,-0.3929391230218167,-1.1994500666572767,-1.87812912897898,-0.5481833725763317,-1.3439621373237571,-5.648013867990658,-0.5458752527939418,-1.219501274062649,-0.09834283806780508,0.40137644162992525
-0.795813033140557,0.5686563989766011,0.5686563989770246,0.16305374271751727,-0.9630306217281632,2.544923479010458,-0.2018713697400785,0.16207179634386884,-0.7761655648475329,1.159343357109318,0.41963871917869683,0.1094112795699943,-0.5481786096020579,-0.963030621728163,0.40137644162992525
-0.7920252960448994,0.5612244032416048,0.561224403241195,0.1630549383252835,-0.963027393759505,2.544923479010458,-1.1426885297202727,-0.7287201569661075,1.747704409322578,-0.09230939010721963,0.4192508668120231,0.10639770221873036,1.4097950316713086,-0.9630273937595046,0.40137644162992525
1.8480274596289665,-0.9839078973004969,-0.9839078973002868,0.38483711549498545,-0.9799942199014602,-0.3929391230218167,1.5196826606563993,0.059445995271290936,0.3859315830046642,1.159343357109318,-1.3742644602211218,-0.5151527557706554,0.4791811755855537,-0.97999421990146,0.40137644162992525
-1.0117140475930826,1.054197566604508,1.0541975666041825,-0.5460454399752505,-0.9830440034534204,2.544923479010458,0.30186069682258565,-0.47420817030611423,-1.254698656342957,-1.3439621373237571,0.4390608417115791,-0.12458243869509585,-1.3014004999004571,-0.98304400345342,0.40137644162992525
1.8480274596289665,-0.9839078973004969,-0.9839078973002868,0.38483711549498545,-0.9799942199014602,-0.3929391230218167,1.5196826606563993,0.059445995271290936,0.3859315830046642,1.159343357109318,-1.3742644602211218,-0.5151527557706554,0.4791811755855537,-0.97999421990146,0.40137644162992525
-0.5458223848271063,0.14470175651415101,0.14470175651413303,0.6120336222767658,-0.5864377501655368,-0.3929391230218167,-0.4667585421127645,0.4699491995616025,-0.6380756799315872,-0.09230939010721963,0.38984513446327257,0.1363483563586011,-0.21666407313995195,-0.5864377501655365,0.40137644162992525
-0.6632422347925158,0.32786380693598866,0.32786380693576556,0.13015106637508475,0.30472729146956357,-0.3929391230218167,1.0948214937327934,-0.5645188752499829,-1.0489026505679466,1.159343357109318,0.4049550041408952,-0.0035106987464225106,-0.8670821968824183,0.30472729146956407,0.40137644162992525
-0.40188837519208964,-0.04691905663335609,-0.046919056633386615,-1.24270112127129,1.2976872211898483,-0.3929391230218167,-0.2303584332215712,1.2047499352412603,-1.677001240684243,1.159343357109318,0.368172125964352,-0.4776334663209766,-1.7395639479270424,1.2976872211898483,0.40137644162992525
1.8859048305855493,-0.9868330156603343,-0.9868330156601788,-0.6109684571067039,-0.6805529260064108,-0.3929391230218167,-0.9821830601043995,0.13744160408644993,-0.7451814078442321,-0.09230939010721963,-1.4525731230971854,-0.53511641813464,-0.8424128963404957,-0.6805529260064106,0.40137644162992525
-0.14810998978298134,-0.312931053620565,-0.31293105362004986,0.920951358132394,1.4001949679384744,-0.3929391230218167,0.42261183157995774,0.5356297122480521,0.3641279169653043,1.159343357109318,0.3195804307126495,-0.0289086808907861,0.7350665952731508,1.4001949679384744,0.40137644162992525
-1.0003508363061084,1.0253419886957849,1.0253419886955382,-0.5460454987936415,-0.9830441966524065,2.544923479010458,-0.8367714823331979,0.17028186042967489,0.13958840880558096,-0.09230939010721963,0.4381597335952456,-0.13037316124634596,-0.09009485372762392,-0.9830441966524064,0.40137644162992525
1.3177442662367977,-0.9250602645166623,-0.925060264516481,-0.9593178163219455,-0.9585916485952055,-0.3929391230218167,1.648618511414051,1.1842247750267445,-1.1460628466029887,-1.3439621373237571,-0.5364607437656262,-0.5324899294669955,-1.1926852852257377,-0.9585916485952052,0.40137644162992525
1.2798668952802152,-0.9192238860856359,-0.9192238860861961,-0.894136099260638,-0.4314271797415698,-0.3929391230218167,0.3897666725658486,1.1760147109409385,-1.5243755784087238,1.159343357109318,-0.49238056423210913,-0.5302630265119862,-1.47566940774897,-0.4314271797415695,0.40137644162992525
-0.15189772687863895,-0.30953397614409284,-0.3095339761442243,0.5736548590104388,-0.035234141990571934,-0.3929391230218167,0.5578190881040574,0.3057479178454777,0.6120011729917112,-1.3439621373237571,0.32041898566611615,-0.13492211041835203,0.769015840120587,-0.03523414199057171,0.40137644162992525
0.1776354004436373,-0.5536100203978771,-0.5536100203978744,-0.8102171832576192,-0.19904397105183722,-0.3929391230218167,0.14018598206381538,0.983078204924492,-1.211856365177899,-1.3439621373237571,0.23136346561679605,-0.47600706819395494,-1.2083105907712435,-0.19904397105183705,0.40137644162992525
-0.40188837519208964,-0.04691905663335609,-0.046919056633386615,-1.24270112127129,1.2976872211898483,-0.3929391230218167,-0.2303584332215712,1.2047499352412603,-1.677001240684243,1.159343357109318,0.368172125964352,-0.4776334663209766,-1.7395639479270424,1.2976872211898483,0.40137644162992525
-0.5723365444967148,0.18380582207216636,0.18380582207239576,1.6465409647326739,1.1256479159408461,-0.3929391230218167,0.46608649189313134,-0.010339549458062007,0.4758238903599198,-0.09230939010721963,0.3934455324201275,0.7662070376124757,1.0608325543690853,1.1256479159408463,0.40137644162992525
-0.3867374268094566,-0.06520726661531025,-0.06520726661509202,0.425518946108289,1.499602268951435,-0.3929391230218167,-1.1093118956412102,-0.9175516309396508,0.9788382910925202,-0.09230939010721963,0.36566587956099594,-0.05526768817487945,0.8682243800268808,1.4996022689514354,0.40137644162992525
-0.5458223848271063,0.14470175651415101,0.14470175651413303,0.6120336222767658,-0.5864377501655368,-0.3929391230218167,-0.4667585421127645,0.4699491995616025,-0.6380756799315872,-0.09230939010721963,0.38984513446327257,0.1363483563586011,-0.21666407313995195,-0.5864377501655365,0.40137644162992525
